SN,act_id,c17_2
9209,"Food crops: maize, rice, beans, etc.",Seasonally
9209,Oil seeds,Seasonally
6256,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
8267,Cattle,Seasonally
8267,"Food crops: maize, rice, beans, etc.",Seasonally
8267,"Goats, sheep, pigs, etc.",Throughout the year
8267,"Other livestock such as poultry, rabbits etc.",Throughout the year
4995,"Food crops: maize, rice, beans, etc.",Seasonally
4995,Cattle,Throughout the year
4995,"Goats, sheep, pigs, etc.",Throughout the year
750,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
750,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
750,"Goats, sheep, pigs, etc.",Throughout the year
750,"Food crops: maize, rice, beans, etc.",Seasonally
750,Cattle,Throughout the year
750,"Other livestock such as poultry, rabbits etc.",Throughout the year
1623,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1409,"Food crops: maize, rice, beans, etc.",Seasonally
2905,"Food crops: maize, rice, beans, etc.",Seasonally
2905,Oil seeds,Seasonally
2905,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
2071,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2071,"Food crops: maize, rice, beans, etc.",Seasonally
5329,"Food crops: maize, rice, beans, etc.",Seasonally
4213,"Food crops: maize, rice, beans, etc.",Throughout the year
4213,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
4213,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
3198,"Food crops: maize, rice, beans, etc.",Seasonally
3198,"Other livestock such as poultry, rabbits etc.",Throughout the year
3198,Cattle,Throughout the year
3198,"Goats, sheep, pigs, etc.",Throughout the year
336,"Food crops: maize, rice, beans, etc.",Seasonally
4996,Oil seeds,Seasonally
4996,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4996,Cattle,Throughout the year
4996,"Food crops: maize, rice, beans, etc.",Seasonally
2072,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2072,"Food crops: maize, rice, beans, etc.",Seasonally
2073,"Food crops: maize, rice, beans, etc.",Seasonally
2073,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9280,"Food crops: maize, rice, beans, etc.",Seasonally
9280,Cattle,Throughout the year
9280,"Other livestock such as poultry, rabbits etc.",Throughout the year
337,"Other livestock such as poultry, rabbits etc.",Throughout the year
337,"Food crops: maize, rice, beans, etc.",Seasonally
337,Cattle,Throughout the year
73,"Food crops: maize, rice, beans, etc.",Throughout the year
73,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
3199,"Goats, sheep, pigs, etc.",Throughout the year
3199,"Food crops: maize, rice, beans, etc.",Seasonally
4214,"Food crops: maize, rice, beans, etc.",Seasonally
4214,"Goats, sheep, pigs, etc.",Throughout the year
6460,Fishing or aquaculture,Throughout the year
3720,"Food crops: maize, rice, beans, etc.",Seasonally
4701,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4701,"Food crops: maize, rice, beans, etc.",Seasonally
5952,Cattle,Throughout the year
5952,Oil seeds,Seasonally
5952,"Goats, sheep, pigs, etc.",Throughout the year
5952,"Food crops: maize, rice, beans, etc.",Seasonally
1817,"Food crops: maize, rice, beans, etc.",Only sometimes
8345,"Food crops: maize, rice, beans, etc.",Seasonally
9338,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9338,"Food crops: maize, rice, beans, etc.",Seasonally
9338,Cattle,Throughout the year
9338,"Goats, sheep, pigs, etc.",Throughout the year
9338,"Other livestock such as poultry, rabbits etc.",Throughout the year
9338,Oil seeds,Seasonally
2690,"Food crops: maize, rice, beans, etc.",Seasonally
2690,"Goats, sheep, pigs, etc.",Seasonally
5185,"Food crops: maize, rice, beans, etc.",Throughout the year
5777,"Food crops: maize, rice, beans, etc.",Throughout the year
5777,"Goats, sheep, pigs, etc.",Throughout the year
2906,"Food crops: maize, rice, beans, etc.",Seasonally
2906,"Goats, sheep, pigs, etc.",Throughout the year
2906,Cattle,Throughout the year
2906,"Other livestock such as poultry, rabbits etc.",Throughout the year
2906,Oil seeds,Seasonally
751,"Food crops: maize, rice, beans, etc.",Seasonally
3939,"Food crops: maize, rice, beans, etc.",Seasonally
338,"Food crops: maize, rice, beans, etc.",Seasonally
338,Cattle,Throughout the year
338,"Goats, sheep, pigs, etc.",Throughout the year
8501,"Food crops: maize, rice, beans, etc.",Seasonally
1086,"Food crops: maize, rice, beans, etc.",Seasonally
339,"Food crops: maize, rice, beans, etc.",Seasonally
1818,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4997,Oil seeds,Seasonally
4997,"Goats, sheep, pigs, etc.",Throughout the year
4997,"Food crops: maize, rice, beans, etc.",Seasonally
4997,Cattle,Throughout the year
2074,"Food crops: maize, rice, beans, etc.",Seasonally
4215,"Food crops: maize, rice, beans, etc.",Seasonally
4215,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
2075,Fishing or aquaculture,Throughout the year
9210,Cattle,Throughout the year
9210,"Food crops: maize, rice, beans, etc.",Seasonally
3940,"Food crops: maize, rice, beans, etc.",Seasonally
3940,Cattle,Throughout the year
3940,"Other livestock such as poultry, rabbits etc.",Throughout the year
547,"Goats, sheep, pigs, etc.",Throughout the year
547,"Food crops: maize, rice, beans, etc.",Seasonally
547,Oil seeds,Seasonally
547,"Other livestock such as poultry, rabbits etc.",Throughout the year
547,Cattle,Throughout the year
1410,"Food crops: maize, rice, beans, etc.",Seasonally
1087,Oil seeds,Seasonally
1087,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
1087,"Other livestock such as poultry, rabbits etc.",Throughout the year
1087,"Food crops: maize, rice, beans, etc.",Seasonally
9145,"Food crops: maize, rice, beans, etc.",Throughout the year
2308,"Food crops: maize, rice, beans, etc.",Seasonally
2076,"Food crops: maize, rice, beans, etc.",Seasonally
8937,Fishing or aquaculture,Throughout the year
1819,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1819,"Food crops: maize, rice, beans, etc.",Seasonally
2907,Oil seeds,Seasonally
2907,"Other livestock such as poultry, rabbits etc.",Throughout the year
2907,"Food crops: maize, rice, beans, etc.",Seasonally
2907,Other (specify),Seasonally
7255,"Food crops: maize, rice, beans, etc.",Seasonally
6603,Cattle,Throughout the year
6603,"Food crops: maize, rice, beans, etc.",Seasonally
4998,"Food crops: maize, rice, beans, etc.",Seasonally
4998,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
752,"Goats, sheep, pigs, etc.",Throughout the year
752,"Food crops: maize, rice, beans, etc.",Seasonally
6461,"Goats, sheep, pigs, etc.",Throughout the year
6461,Fishing or aquaculture,Throughout the year
3723,"Food crops: maize, rice, beans, etc.",Seasonally
2500,"Food crops: maize, rice, beans, etc.",Seasonally
6765,"Food crops: maize, rice, beans, etc.",Seasonally
5539,Cattle,Throughout the year
5539,"Food crops: maize, rice, beans, etc.",Throughout the year
5953,Oil seeds,Seasonally
5953,"Other livestock such as poultry, rabbits etc.",Throughout the year
5953,"Goats, sheep, pigs, etc.",Throughout the year
5953,"Food crops: maize, rice, beans, etc.",Seasonally
5953,Cattle,Throughout the year
9339,"Food crops: maize, rice, beans, etc.",Seasonally
8404,"Food crops: maize, rice, beans, etc.",Seasonally
1820,"Food crops: maize, rice, beans, etc.",Seasonally
1820,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
4999,Cattle,Throughout the year
4999,"Food crops: maize, rice, beans, etc.",Throughout the year
4999,"Goats, sheep, pigs, etc.",Throughout the year
4999,"Other livestock such as poultry, rabbits etc.",Throughout the year
7256,"Food crops: maize, rice, beans, etc.",Seasonally
7256,"Other livestock such as poultry, rabbits etc.",Throughout the year
5000,"Food crops: maize, rice, beans, etc.",Seasonally
342,Cattle,Throughout the year
342,"Food crops: maize, rice, beans, etc.",Seasonally
3941,"Food crops: maize, rice, beans, etc.",Seasonally
3941,Oil seeds,Seasonally
3418,"Food crops: maize, rice, beans, etc.",Throughout the year
2309,"Other livestock such as poultry, rabbits etc.",Throughout the year
2309,"Food crops: maize, rice, beans, etc.",Seasonally
2309,"Goats, sheep, pigs, etc.",Throughout the year
3942,"Food crops: maize, rice, beans, etc.",Seasonally
6109,"Food crops: maize, rice, beans, etc.",Seasonally
8938,"Other livestock such as poultry, rabbits etc.",Throughout the year
8938,"Food crops: maize, rice, beans, etc.",Seasonally
5954,"Food crops: maize, rice, beans, etc.",Seasonally
5954,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
8268,"Food crops: maize, rice, beans, etc.",Seasonally
2691,"Food crops: maize, rice, beans, etc.",Seasonally
6257,"Food crops: maize, rice, beans, etc.",Seasonally
6257,Cattle,Throughout the year
6257,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6257,"Other livestock such as poultry, rabbits etc.",Throughout the year
5540,Cattle,Throughout the year
5540,"Other livestock such as poultry, rabbits etc.",Seasonally
5540,"Food crops: maize, rice, beans, etc.",Seasonally
5540,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
5540,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
6462,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
3419,"Other livestock such as poultry, rabbits etc.",Throughout the year
3419,"Food crops: maize, rice, beans, etc.",Throughout the year
3419,Cattle,Throughout the year
3201,"Other livestock such as poultry, rabbits etc.",Throughout the year
3201,"Food crops: maize, rice, beans, etc.",Seasonally
1625,"Food crops: maize, rice, beans, etc.",Seasonally
5001,Oil seeds,Seasonally
5001,"Other livestock such as poultry, rabbits etc.",Only sometimes
5001,Beekeeping,Seasonally
5001,"Food crops: maize, rice, beans, etc.",Seasonally
5001,Cattle,Throughout the year
5001,"Goats, sheep, pigs, etc.",Throughout the year
4217,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4217,"Food crops: maize, rice, beans, etc.",Seasonally
4217,"Other livestock such as poultry, rabbits etc.",Throughout the year
4217,Cattle,Throughout the year
4217,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Only sometimes
3202,"Food crops: maize, rice, beans, etc.",Seasonally
3202,"Other livestock such as poultry, rabbits etc.",Seasonally
2077,"Food crops: maize, rice, beans, etc.",Seasonally
2502,"Other livestock such as poultry, rabbits etc.",Seasonally
2502,"Goats, sheep, pigs, etc.",Throughout the year
2502,"Food crops: maize, rice, beans, etc.",Seasonally
2502,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
2908,"Goats, sheep, pigs, etc.",Throughout the year
2908,Oil seeds,Seasonally
2908,"Other livestock such as poultry, rabbits etc.",Throughout the year
2908,"Food crops: maize, rice, beans, etc.",Seasonally
2908,Cattle,Throughout the year
8269,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
8269,"Food crops: maize, rice, beans, etc.",Seasonally
8269,"Other livestock such as poultry, rabbits etc.",Throughout the year
2078,"Food crops: maize, rice, beans, etc.",Seasonally
343,"Food crops: maize, rice, beans, etc.",Seasonally
343,Cattle,Seasonally
5955,"Food crops: maize, rice, beans, etc.",Seasonally
4702,"Food crops: maize, rice, beans, etc.",Seasonally
5002,"Goats, sheep, pigs, etc.",Throughout the year
5002,"Food crops: maize, rice, beans, etc.",Seasonally
5002,"Other livestock such as poultry, rabbits etc.",Throughout the year
5002,Cattle,Throughout the year
5002,Oil seeds,Seasonally
2692,"Food crops: maize, rice, beans, etc.",Seasonally
2692,"Goats, sheep, pigs, etc.",Throughout the year
9081,"Food crops: maize, rice, beans, etc.",Seasonally
1626,Cattle,Throughout the year
1626,"Food crops: maize, rice, beans, etc.",Seasonally
549,"Goats, sheep, pigs, etc.",Throughout the year
549,Cattle,Throughout the year
549,"Food crops: maize, rice, beans, etc.",Seasonally
9146,"Food crops: maize, rice, beans, etc.",Seasonally
5003,Oil seeds,Seasonally
5003,Cattle,Throughout the year
5003,"Food crops: maize, rice, beans, etc.",Seasonally
5003,"Goats, sheep, pigs, etc.",Throughout the year
5956,"Other livestock such as poultry, rabbits etc.",Throughout the year
5956,"Food crops: maize, rice, beans, etc.",Throughout the year
5956,Cattle,Throughout the year
3420,"Food crops: maize, rice, beans, etc.",Seasonally
1627,"Food crops: maize, rice, beans, etc.",Seasonally
550,Cattle,Throughout the year
550,"Food crops: maize, rice, beans, etc.",Seasonally
550,"Goats, sheep, pigs, etc.",Throughout the year
1821,"Food crops: maize, rice, beans, etc.",Seasonally
1821,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4218,"Food crops: maize, rice, beans, etc.",Seasonally
5541,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5541,"Other livestock such as poultry, rabbits etc.",Throughout the year
5541,"Food crops: maize, rice, beans, etc.",Seasonally
5541,"Goats, sheep, pigs, etc.",Throughout the year
6463,Cattle,Throughout the year
6463,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6463,"Other livestock such as poultry, rabbits etc.",Throughout the year
6463,"Food crops: maize, rice, beans, etc.",Seasonally
8346,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
8346,"Food crops: maize, rice, beans, etc.",Throughout the year
7380,"Food crops: maize, rice, beans, etc.",Seasonally
1412,"Other livestock such as poultry, rabbits etc.",Throughout the year
1412,"Goats, sheep, pigs, etc.",Throughout the year
5186,"Food crops: maize, rice, beans, etc.",Seasonally
344,"Food crops: maize, rice, beans, etc.",Seasonally
344,Oil seeds,Seasonally
2909,"Food crops: maize, rice, beans, etc.",Seasonally
2909,Beekeeping,Seasonally
2693,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2693,"Food crops: maize, rice, beans, etc.",Seasonally
2693,Beekeeping,Only sometimes
1822,"Food crops: maize, rice, beans, etc.",Seasonally
345,"Food crops: maize, rice, beans, etc.",Seasonally
345,Oil seeds,Seasonally
6464,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
6464,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6464,Fishing or aquaculture,Throughout the year
8940,"Goats, sheep, pigs, etc.",Throughout the year
8940,"Food crops: maize, rice, beans, etc.",Seasonally
8940,Cattle,Throughout the year
8940,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
8940,"Other livestock such as poultry, rabbits etc.",Throughout the year
5542,"Food crops: maize, rice, beans, etc.",Seasonally
5542,"Other livestock such as poultry, rabbits etc.",Throughout the year
5542,"Goats, sheep, pigs, etc.",Throughout the year
5542,Oil seeds,Seasonally
5542,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
7258,"Food crops: maize, rice, beans, etc.",Seasonally
4219,"Food crops: maize, rice, beans, etc.",Throughout the year
1088,"Food crops: maize, rice, beans, etc.",Seasonally
1088,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
1088,"Other livestock such as poultry, rabbits etc.",Throughout the year
1088,Cattle,Throughout the year
1088,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9083,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
9083,"Food crops: maize, rice, beans, etc.",Seasonally
4220,"Food crops: maize, rice, beans, etc.",Seasonally
4220,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
4220,"Goats, sheep, pigs, etc.",Throughout the year
753,"Goats, sheep, pigs, etc.",Throughout the year
753,"Other livestock such as poultry, rabbits etc.",Throughout the year
753,"Food crops: maize, rice, beans, etc.",Seasonally
4221,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
4221,"Food crops: maize, rice, beans, etc.",Seasonally
4221,"Goats, sheep, pigs, etc.",Throughout the year
2079,"Food crops: maize, rice, beans, etc.",Seasonally
346,"Food crops: maize, rice, beans, etc.",Seasonally
346,"Goats, sheep, pigs, etc.",Throughout the year
346,Cattle,Throughout the year
5187,"Food crops: maize, rice, beans, etc.",Seasonally
5187,"Other livestock such as poultry, rabbits etc.",Throughout the year
1089,Oil seeds,Seasonally
1089,"Food crops: maize, rice, beans, etc.",Seasonally
2080,"Food crops: maize, rice, beans, etc.",Seasonally
5543,"Other livestock such as poultry, rabbits etc.",Seasonally
5543,Oil seeds,Seasonally
5543,"Goats, sheep, pigs, etc.",Throughout the year
5543,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5543,"Food crops: maize, rice, beans, etc.",Seasonally
7382,"Food crops: maize, rice, beans, etc.",Seasonally
7382,"Other livestock such as poultry, rabbits etc.",Seasonally
2081,"Goats, sheep, pigs, etc.",Seasonally
2081,"Food crops: maize, rice, beans, etc.",Seasonally
9471,"Food crops: maize, rice, beans, etc.",Seasonally
1090,"Goats, sheep, pigs, etc.",Throughout the year
1090,"Food crops: maize, rice, beans, etc.",Seasonally
1628,"Food crops: maize, rice, beans, etc.",Seasonally
4222,"Food crops: maize, rice, beans, etc.",Seasonally
5188,"Food crops: maize, rice, beans, etc.",Throughout the year
5188,"Goats, sheep, pigs, etc.",Throughout the year
4223,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4223,"Food crops: maize, rice, beans, etc.",Throughout the year
4223,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
4223,"Other livestock such as poultry, rabbits etc.",Throughout the year
4223,"Goats, sheep, pigs, etc.",Throughout the year
1823,"Food crops: maize, rice, beans, etc.",Seasonally
5957,Cattle,Throughout the year
5957,"Goats, sheep, pigs, etc.",Throughout the year
5957,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
5957,"Food crops: maize, rice, beans, etc.",Seasonally
5957,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5544,"Food crops: maize, rice, beans, etc.",Seasonally
5544,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
8502,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
8502,"Food crops: maize, rice, beans, etc.",Seasonally
5330,"Food crops: maize, rice, beans, etc.",Seasonally
754,"Goats, sheep, pigs, etc.",Throughout the year
754,"Food crops: maize, rice, beans, etc.",Seasonally
754,"Other livestock such as poultry, rabbits etc.",Throughout the year
754,Cattle,Throughout the year
3943,"Food crops: maize, rice, beans, etc.",Throughout the year
3943,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
3943,"Goats, sheep, pigs, etc.",Throughout the year
3943,Cattle,Throughout the year
4482,"Other livestock such as poultry, rabbits etc.",Throughout the year
4482,"Food crops: maize, rice, beans, etc.",Throughout the year
8696,"Food crops: maize, rice, beans, etc.",Seasonally
8696,"Goats, sheep, pigs, etc.",Throughout the year
8696,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
8696,Cattle,Throughout the year
2082,"Food crops: maize, rice, beans, etc.",Seasonally
5958,"Food crops: maize, rice, beans, etc.",Seasonally
5545,"Food crops: maize, rice, beans, etc.",Seasonally
5545,Oil seeds,Seasonally
1413,"Food crops: maize, rice, beans, etc.",Throughout the year
1091,"Goats, sheep, pigs, etc.",Throughout the year
1091,"Food crops: maize, rice, beans, etc.",Seasonally
1091,Oil seeds,Seasonally
5778,"Food crops: maize, rice, beans, etc.",Seasonally
5331,"Food crops: maize, rice, beans, etc.",Seasonally
2310,"Food crops: maize, rice, beans, etc.",Seasonally
7383,"Food crops: maize, rice, beans, etc.",Seasonally
74,Fishing or aquaculture,Throughout the year
74,"Food crops: maize, rice, beans, etc.",Seasonally
74,"Goats, sheep, pigs, etc.",Throughout the year
8405,"Food crops: maize, rice, beans, etc.",Seasonally
8270,Other (specify),Seasonally
8270,"Food crops: maize, rice, beans, etc.",Seasonally
8270,"Other livestock such as poultry, rabbits etc.",Throughout the year
8406,"Food crops: maize, rice, beans, etc.",Seasonally
3203,"Food crops: maize, rice, beans, etc.",Throughout the year
3203,"Other livestock such as poultry, rabbits etc.",Throughout the year
3421,"Food crops: maize, rice, beans, etc.",Throughout the year
5005,Oil seeds,Seasonally
5005,"Food crops: maize, rice, beans, etc.",Seasonally
8407,"Goats, sheep, pigs, etc.",Throughout the year
8407,"Food crops: maize, rice, beans, etc.",Seasonally
9148,"Food crops: maize, rice, beans, etc.",Seasonally
9148,Oil seeds,Seasonally
24,Other (specify),Throughout the year
24,"Food crops: maize, rice, beans, etc.",Seasonally
1629,"Food crops: maize, rice, beans, etc.",Seasonally
7792,"Other livestock such as poultry, rabbits etc.",Throughout the year
7792,"Goats, sheep, pigs, etc.",Throughout the year
9472,Cattle,Throughout the year
9472,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
9472,"Other livestock such as poultry, rabbits etc.",Throughout the year
9472,"Food crops: maize, rice, beans, etc.",Seasonally
3944,"Goats, sheep, pigs, etc.",Throughout the year
3944,Cattle,Throughout the year
3944,"Food crops: maize, rice, beans, etc.",Seasonally
2311,"Food crops: maize, rice, beans, etc.",Seasonally
2311,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2311,"Other livestock such as poultry, rabbits etc.",Throughout the year
3725,"Food crops: maize, rice, beans, etc.",Seasonally
1414,Oil seeds,Seasonally
1414,"Food crops: maize, rice, beans, etc.",Seasonally
8625,"Food crops: maize, rice, beans, etc.",Seasonally
2694,"Food crops: maize, rice, beans, etc.",Seasonally
6110,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
2910,"Other livestock such as poultry, rabbits etc.",Throughout the year
2910,Cattle,Throughout the year
2910,"Food crops: maize, rice, beans, etc.",Seasonally
8942,Fishing or aquaculture,Throughout the year
8942,"Food crops: maize, rice, beans, etc.",Seasonally
9212,"Food crops: maize, rice, beans, etc.",Seasonally
5006,"Other livestock such as poultry, rabbits etc.",Throughout the year
5006,Cattle,Throughout the year
5006,"Food crops: maize, rice, beans, etc.",Seasonally
5006,Oil seeds,Seasonally
5006,"Goats, sheep, pigs, etc.",Throughout the year
1824,"Food crops: maize, rice, beans, etc.",Seasonally
6465,Fishing or aquaculture,Throughout the year
756,"Goats, sheep, pigs, etc.",Throughout the year
756,Cattle,Throughout the year
4703,"Food crops: maize, rice, beans, etc.",Throughout the year
4703,"Goats, sheep, pigs, etc.",Throughout the year
4703,Cattle,Throughout the year
1092,"Goats, sheep, pigs, etc.",Throughout the year
1092,"Other livestock such as poultry, rabbits etc.",Throughout the year
1092,"Food crops: maize, rice, beans, etc.",Seasonally
1092,Cattle,Throughout the year
5547,"Goats, sheep, pigs, etc.",Throughout the year
5547,"Food crops: maize, rice, beans, etc.",Throughout the year
5547,Cattle,Throughout the year
5547,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
7260,"Food crops: maize, rice, beans, etc.",Seasonally
1825,"Food crops: maize, rice, beans, etc.",Seasonally
6466,"Food crops: maize, rice, beans, etc.",Seasonally
6466,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
2083,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2083,"Food crops: maize, rice, beans, etc.",Seasonally
2084,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2084,"Food crops: maize, rice, beans, etc.",Seasonally
1415,"Other livestock such as poultry, rabbits etc.",Throughout the year
1415,"Food crops: maize, rice, beans, etc.",Seasonally
7262,"Food crops: maize, rice, beans, etc.",Seasonally
8697,"Food crops: maize, rice, beans, etc.",Throughout the year
8697,"Other livestock such as poultry, rabbits etc.",Throughout the year
8697,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
8697,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
8697,"Goats, sheep, pigs, etc.",Throughout the year
25,"Goats, sheep, pigs, etc.",Throughout the year
25,"Other livestock such as poultry, rabbits etc.",Throughout the year
4705,Cattle,Throughout the year
4705,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Only sometimes
8348,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
7093,"Goats, sheep, pigs, etc.",Throughout the year
7093,"Other livestock such as poultry, rabbits etc.",Throughout the year
1093,"Food crops: maize, rice, beans, etc.",Throughout the year
1093,"Other livestock such as poultry, rabbits etc.",Throughout the year
6605,"Other livestock such as poultry, rabbits etc.",Only sometimes
6605,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6605,Cattle,Throughout the year
6605,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
6605,"Food crops: maize, rice, beans, etc.",Seasonally
4224,"Goats, sheep, pigs, etc.",Throughout the year
4224,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4224,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
4224,"Food crops: maize, rice, beans, etc.",Throughout the year
4224,"Other livestock such as poultry, rabbits etc.",Throughout the year
3204,"Food crops: maize, rice, beans, etc.",Seasonally
3204,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
8008,"Food crops: maize, rice, beans, etc.",Seasonally
1416,"Food crops: maize, rice, beans, etc.",Seasonally
6261,Other (specify),Throughout the year
2312,"Food crops: maize, rice, beans, etc.",Seasonally
2695,"Food crops: maize, rice, beans, etc.",Seasonally
2696,"Food crops: maize, rice, beans, etc.",Seasonally
2696,Oil seeds,Seasonally
1630,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1630,"Food crops: maize, rice, beans, etc.",Seasonally
1417,Oil seeds,Seasonally
1417,"Food crops: maize, rice, beans, etc.",Seasonally
2313,"Food crops: maize, rice, beans, etc.",Seasonally
2504,Oil seeds,Seasonally
2504,"Food crops: maize, rice, beans, etc.",Seasonally
9474,"Food crops: maize, rice, beans, etc.",Seasonally
4484,"Other livestock such as poultry, rabbits etc.",Throughout the year
4484,"Food crops: maize, rice, beans, etc.",Seasonally
3945,Cattle,Throughout the year
3945,"Food crops: maize, rice, beans, etc.",Seasonally
3945,"Other livestock such as poultry, rabbits etc.",Throughout the year
3945,"Goats, sheep, pigs, etc.",Throughout the year
3945,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1418,"Food crops: maize, rice, beans, etc.",Seasonally
3422,"Other livestock such as poultry, rabbits etc.",Throughout the year
3422,Cattle,Throughout the year
6111,"Other livestock such as poultry, rabbits etc.",Throughout the year
6111,Cattle,Throughout the year
6111,"Food crops: maize, rice, beans, etc.",Seasonally
6111,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
5333,"Goats, sheep, pigs, etc.",Throughout the year
5333,"Food crops: maize, rice, beans, etc.",Seasonally
347,Oil seeds,Seasonally
347,"Food crops: maize, rice, beans, etc.",Seasonally
347,"Goats, sheep, pigs, etc.",Throughout the year
2505,"Goats, sheep, pigs, etc.",Throughout the year
2505,Cattle,Throughout the year
2505,"Food crops: maize, rice, beans, etc.",Seasonally
2505,Oil seeds,Seasonally
5334,Cattle,Throughout the year
5334,"Food crops: maize, rice, beans, etc.",Seasonally
2085,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2085,"Food crops: maize, rice, beans, etc.",Seasonally
8627,"Food crops: maize, rice, beans, etc.",Seasonally
6467,Fishing or aquaculture,Throughout the year
6467,"Other livestock such as poultry, rabbits etc.",Throughout the year
6467,"Food crops: maize, rice, beans, etc.",Seasonally
5959,"Food crops: maize, rice, beans, etc.",Seasonally
3726,"Food crops: maize, rice, beans, etc.",Seasonally
8271,"Food crops: maize, rice, beans, etc.",Seasonally
