SN,act_id,c17_2
1887,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1887,"Food crops: maize, rice, beans, etc.",Seasonally
8740,"Other livestock such as poultry, rabbits etc.",Throughout the year
8740,"Food crops: maize, rice, beans, etc.",Seasonally
2977,"Food crops: maize, rice, beans, etc.",Seasonally
2978,"Other livestock such as poultry, rabbits etc.",Throughout the year
2978,"Food crops: maize, rice, beans, etc.",Seasonally
2754,"Other livestock such as poultry, rabbits etc.",Throughout the year
2754,Cattle,Throughout the year
2754,"Food crops: maize, rice, beans, etc.",Seasonally
2754,"Goats, sheep, pigs, etc.",Throughout the year
5216,"Food crops: maize, rice, beans, etc.",Seasonally
9008,"Food crops: maize, rice, beans, etc.",Seasonally
9008,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5382,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5382,Oil seeds,Seasonally
5382,"Food crops: maize, rice, beans, etc.",Seasonally
7943,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
7943,"Food crops: maize, rice, beans, etc.",Seasonally
7893,"Food crops: maize, rice, beans, etc.",Seasonally
7893,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5831,"Food crops: maize, rice, beans, etc.",Seasonally
1888,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
1888,"Food crops: maize, rice, beans, etc.",Seasonally
1889,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
1889,"Food crops: maize, rice, beans, etc.",Seasonally
5383,"Other livestock such as poultry, rabbits etc.",Throughout the year
5383,"Food crops: maize, rice, beans, etc.",Seasonally
9578,"Other livestock such as poultry, rabbits etc.",Throughout the year
9578,Cattle,Throughout the year
9578,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
600,"Goats, sheep, pigs, etc.",Throughout the year
600,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
600,"Other livestock such as poultry, rabbits etc.",Throughout the year
600,"Food crops: maize, rice, beans, etc.",Throughout the year
4292,"Food crops: maize, rice, beans, etc.",Seasonally
119,"Food crops: maize, rice, beans, etc.",Seasonally
5616,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
5616,"Food crops: maize, rice, beans, etc.",Seasonally
5616,"Other livestock such as poultry, rabbits etc.",Throughout the year
850,Cattle,Throughout the year
850,"Other livestock such as poultry, rabbits etc.",Throughout the year
850,"Food crops: maize, rice, beans, etc.",Seasonally
850,"Goats, sheep, pigs, etc.",Throughout the year
4785,"Food crops: maize, rice, beans, etc.",Seasonally
6292,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
6512,"Other livestock such as poultry, rabbits etc.",Only sometimes
6512,"Food crops: maize, rice, beans, etc.",Seasonally
2554,"Goats, sheep, pigs, etc.",Throughout the year
2554,Cattle,Throughout the year
2554,"Food crops: maize, rice, beans, etc.",Seasonally
1199,"Food crops: maize, rice, beans, etc.",Seasonally
1199,"Other livestock such as poultry, rabbits etc.",Throughout the year
5077,Beekeeping,Seasonally
5077,"Food crops: maize, rice, beans, etc.",Seasonally
2555,"Other livestock such as poultry, rabbits etc.",Only sometimes
2555,"Food crops: maize, rice, beans, etc.",Seasonally
1890,"Food crops: maize, rice, beans, etc.",Seasonally
1890,Cattle,Throughout the year
1890,"Goats, sheep, pigs, etc.",Throughout the year
1685,"Food crops: maize, rice, beans, etc.",Seasonally
1200,"Food crops: maize, rice, beans, etc.",Seasonally
1200,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1201,"Other livestock such as poultry, rabbits etc.",Throughout the year
851,"Goats, sheep, pigs, etc.",Throughout the year
851,"Food crops: maize, rice, beans, etc.",Seasonally
1202,"Food crops: maize, rice, beans, etc.",Seasonally
34,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
34,"Food crops: maize, rice, beans, etc.",Seasonally
5217,"Food crops: maize, rice, beans, etc.",Seasonally
2149,"Food crops: maize, rice, beans, etc.",Seasonally
2149,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
5832,Oil seeds,Seasonally
5832,"Food crops: maize, rice, beans, etc.",Seasonally
5832,"Goats, sheep, pigs, etc.",Throughout the year
1493,"Food crops: maize, rice, beans, etc.",Seasonally
1493,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
8742,"Other livestock such as poultry, rabbits etc.",Throughout the year
8742,Cattle,Throughout the year
8742,"Food crops: maize, rice, beans, etc.",Seasonally
8742,"Goats, sheep, pigs, etc.",Throughout the year
8742,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
9858,"Goats, sheep, pigs, etc.",Throughout the year
9858,"Food crops: maize, rice, beans, etc.",Seasonally
7004,"Food crops: maize, rice, beans, etc.",Seasonally
3282,"Goats, sheep, pigs, etc.",Throughout the year
3282,Cattle,Throughout the year
3282,"Food crops: maize, rice, beans, etc.",Seasonally
5617,Cattle,Throughout the year
5617,"Food crops: maize, rice, beans, etc.",Seasonally
2755,"Food crops: maize, rice, beans, etc.",Seasonally
4006,"Food crops: maize, rice, beans, etc.",Seasonally
7122,"Food crops: maize, rice, beans, etc.",Seasonally
7122,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
2150,"Food crops: maize, rice, beans, etc.",Seasonally
2150,"Other livestock such as poultry, rabbits etc.",Throughout the year
2150,"Goats, sheep, pigs, etc.",Throughout the year
2150,Fishing or aquaculture,Throughout the year
6824,"Goats, sheep, pigs, etc.",Seasonally
6824,"Food crops: maize, rice, beans, etc.",Seasonally
1686,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1686,"Food crops: maize, rice, beans, etc.",Seasonally
9815,Cattle,Throughout the year
9815,"Food crops: maize, rice, beans, etc.",Seasonally
5218,"Food crops: maize, rice, beans, etc.",Seasonally
5218,Beekeeping,Throughout the year
5218,Oil seeds,Seasonally
5618,"Food crops: maize, rice, beans, etc.",Seasonally
6155,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6155,"Goats, sheep, pigs, etc.",Throughout the year
3283,Cattle,Throughout the year
3283,"Goats, sheep, pigs, etc.",Throughout the year
3283,"Food crops: maize, rice, beans, etc.",Throughout the year
6293,"Food crops: maize, rice, beans, etc.",Seasonally
852,"Goats, sheep, pigs, etc.",Throughout the year
852,Oil seeds,Seasonally
852,Cattle,Throughout the year
852,"Food crops: maize, rice, beans, etc.",Seasonally
852,"Other livestock such as poultry, rabbits etc.",Throughout the year
1494,"Food crops: maize, rice, beans, etc.",Seasonally
4787,"Food crops: maize, rice, beans, etc.",Seasonally
4787,"Goats, sheep, pigs, etc.",Throughout the year
4787,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
4788,"Goats, sheep, pigs, etc.",Throughout the year
4788,"Food crops: maize, rice, beans, etc.",Seasonally
4788,Cattle,Throughout the year
120,"Goats, sheep, pigs, etc.",Throughout the year
120,"Food crops: maize, rice, beans, etc.",Seasonally
120,Cattle,Throughout the year
6362,Fishing or aquaculture,Throughout the year
5619,"Food crops: maize, rice, beans, etc.",Seasonally
5619,"Other livestock such as poultry, rabbits etc.",Throughout the year
5619,Cattle,Throughout the year
7460,"Food crops: maize, rice, beans, etc.",Seasonally
7460,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
9372,"Food crops: maize, rice, beans, etc.",Seasonally
4007,"Food crops: maize, rice, beans, etc.",Seasonally
4007,"Goats, sheep, pigs, etc.",Throughout the year
4007,"Other livestock such as poultry, rabbits etc.",Throughout the year
3284,"Food crops: maize, rice, beans, etc.",Seasonally
7944,"Food crops: maize, rice, beans, etc.",Seasonally
601,"Other livestock such as poultry, rabbits etc.",Throughout the year
601,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
1891,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1891,"Food crops: maize, rice, beans, etc.",Seasonally
121,Oil seeds,Seasonally
121,"Food crops: maize, rice, beans, etc.",Seasonally
4008,"Food crops: maize, rice, beans, etc.",Seasonally
4008,"Other livestock such as poultry, rabbits etc.",Throughout the year
4008,Cattle,Throughout the year
4008,"Goats, sheep, pigs, etc.",Throughout the year
8529,"Food crops: maize, rice, beans, etc.",Seasonally
8529,Oil seeds,Seasonally
8427,"Food crops: maize, rice, beans, etc.",Seasonally
7123,"Goats, sheep, pigs, etc.",Throughout the year
7123,"Food crops: maize, rice, beans, etc.",Only sometimes
6157,"Food crops: maize, rice, beans, etc.",Throughout the year
8745,"Food crops: maize, rice, beans, etc.",Seasonally
4293,"Food crops: maize, rice, beans, etc.",Seasonally
4293,"Goats, sheep, pigs, etc.",Throughout the year
4293,"Other livestock such as poultry, rabbits etc.",Throughout the year
1203,"Food crops: maize, rice, beans, etc.",Seasonally
1203,Cattle,Throughout the year
1203,"Other livestock such as poultry, rabbits etc.",Throughout the year
1203,Oil seeds,Seasonally
2151,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
2151,"Food crops: maize, rice, beans, etc.",Seasonally
7945,"Food crops: maize, rice, beans, etc.",Seasonally
5999,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
6647,"Food crops: maize, rice, beans, etc.",Seasonally
6647,Cattle,Throughout the year
2979,"Food crops: maize, rice, beans, etc.",Throughout the year
603,"Food crops: maize, rice, beans, etc.",Seasonally
603,"Other livestock such as poultry, rabbits etc.",Throughout the year
5078,Oil seeds,Seasonally
5078,"Food crops: maize, rice, beans, etc.",Seasonally
2556,"Food crops: maize, rice, beans, etc.",Seasonally
2152,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
2152,"Food crops: maize, rice, beans, etc.",Seasonally
9106,"Food crops: maize, rice, beans, etc.",Seasonally
9106,Oil seeds,Seasonally
5833,"Other livestock such as poultry, rabbits etc.",Throughout the year
5833,"Food crops: maize, rice, beans, etc.",Seasonally
5833,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1204,"Food crops: maize, rice, beans, etc.",Seasonally
9547,"Food crops: maize, rice, beans, etc.",Seasonally
1205,"Goats, sheep, pigs, etc.",Throughout the year
1205,Cattle,Throughout the year
1205,Oil seeds,Seasonally
1205,"Other livestock such as poultry, rabbits etc.",Throughout the year
1205,"Food crops: maize, rice, beans, etc.",Seasonally
5384,Oil seeds,Seasonally
5384,"Food crops: maize, rice, beans, etc.",Seasonally
5384,"Other livestock such as poultry, rabbits etc.",Throughout the year
1206,Oil seeds,Seasonally
1206,"Food crops: maize, rice, beans, etc.",Throughout the year
1206,"Other livestock such as poultry, rabbits etc.",Seasonally
1687,Oil seeds,Throughout the year
1687,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
5385,"Food crops: maize, rice, beans, etc.",Throughout the year
6363,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6363,Cattle,Throughout the year
6363,"Food crops: maize, rice, beans, etc.",Seasonally
4294,"Other livestock such as poultry, rabbits etc.",Throughout the year
4294,"Food crops: maize, rice, beans, etc.",Seasonally
5386,"Other livestock such as poultry, rabbits etc.",Throughout the year
5386,Oil seeds,Seasonally
5386,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5386,"Food crops: maize, rice, beans, etc.",Seasonally
5834,"Food crops: maize, rice, beans, etc.",Seasonally
4553,"Food crops: maize, rice, beans, etc.",Seasonally
4295,"Other livestock such as poultry, rabbits etc.",Throughout the year
4295,"Food crops: maize, rice, beans, etc.",Seasonally
1892,"Food crops: maize, rice, beans, etc.",Seasonally
1892,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5620,"Goats, sheep, pigs, etc.",Throughout the year
5620,"Food crops: maize, rice, beans, etc.",Seasonally
5620,Cattle,Throughout the year
5620,"Other livestock such as poultry, rabbits etc.",Throughout the year
5620,Beekeeping,Throughout the year
5620,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
5620,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
5620,Oil seeds,Seasonally
1688,"Food crops: maize, rice, beans, etc.",Seasonally
5621,"Other livestock such as poultry, rabbits etc.",Throughout the year
5621,"Food crops: maize, rice, beans, etc.",Seasonally
123,"Other livestock such as poultry, rabbits etc.",Only sometimes
123,"Food crops: maize, rice, beans, etc.",Seasonally
8037,"Food crops: maize, rice, beans, etc.",Seasonally
2153,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
2153,"Other livestock such as poultry, rabbits etc.",Throughout the year
2153,"Food crops: maize, rice, beans, etc.",Seasonally
1207,"Food crops: maize, rice, beans, etc.",Seasonally
9303,Oil seeds,Seasonally
9303,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
9303,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9303,"Food crops: maize, rice, beans, etc.",Seasonally
124,Cattle,Throughout the year
124,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
124,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
124,"Other livestock such as poultry, rabbits etc.",Throughout the year
4296,Cattle,Throughout the year
4296,"Goats, sheep, pigs, etc.",Throughout the year
4296,"Food crops: maize, rice, beans, etc.",Seasonally
4296,"Other livestock such as poultry, rabbits etc.",Throughout the year
4554,"Goats, sheep, pigs, etc.",Throughout the year
4554,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4554,"Food crops: maize, rice, beans, etc.",Seasonally
4554,"Other livestock such as poultry, rabbits etc.",Throughout the year
5387,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5387,"Food crops: maize, rice, beans, etc.",Seasonally
6161,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6000,"Food crops: maize, rice, beans, etc.",Seasonally
402,"Goats, sheep, pigs, etc.",Throughout the year
2980,"Food crops: maize, rice, beans, etc.",Seasonally
6513,"Food crops: maize, rice, beans, etc.",Seasonally
4297,"Other livestock such as poultry, rabbits etc.",Throughout the year
4297,"Food crops: maize, rice, beans, etc.",Throughout the year
4297,"Goats, sheep, pigs, etc.",Throughout the year
6001,Fishing or aquaculture,Throughout the year
35,"Food crops: maize, rice, beans, etc.",Seasonally
1208,"Food crops: maize, rice, beans, etc.",Seasonally
1208,Oil seeds,Seasonally
2368,"Food crops: maize, rice, beans, etc.",Seasonally
2368,Oil seeds,Seasonally
2557,"Food crops: maize, rice, beans, etc.",Throughout the year
1209,Oil seeds,Seasonally
1209,"Food crops: maize, rice, beans, etc.",Seasonally
854,"Food crops: maize, rice, beans, etc.",Seasonally
854,"Goats, sheep, pigs, etc.",Throughout the year
4009,"Goats, sheep, pigs, etc.",Throughout the year
6162,"Other livestock such as poultry, rabbits etc.",Throughout the year
6162,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6162,"Food crops: maize, rice, beans, etc.",Seasonally
7946,"Food crops: maize, rice, beans, etc.",Seasonally
5079,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
5079,Cattle,Throughout the year
5079,"Food crops: maize, rice, beans, etc.",Throughout the year
5079,"Other livestock such as poultry, rabbits etc.",Throughout the year
5079,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
8365,"Food crops: maize, rice, beans, etc.",Seasonally
855,"Food crops: maize, rice, beans, etc.",Seasonally
6825,"Food crops: maize, rice, beans, etc.",Seasonally
1210,"Goats, sheep, pigs, etc.",Throughout the year
1210,Oil seeds,Seasonally
1210,"Other livestock such as poultry, rabbits etc.",Only sometimes
1210,"Food crops: maize, rice, beans, etc.",Seasonally
1893,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
